Category,brand,brand_name_weight,full_price,name,sale_price,store,weight
Snack Foods,nan,"[""Milton's Multigrain Original Crackers"", ' 8.3 oz']",$3.99,Milton's Multigrain Original Crackers,na,Bristol Farms, 8.3 oz
Snack Foods,Noka,"['Noka', ' Superfood Squeeze Mango Coconut Organic', ' 4.22 Ounce']",$2.49, Superfood Squeeze Mango Coconut Organic,na,Bristol Farms, 4.22 Ounce
Snack Foods,Blue Diamond Almonds Gourmet Garlic,"['Blue Diamond Almonds Gourmet Garlic', ' Herb and Olive Oil ', ' 5 Ounces']",$4.99, Herb and Olive Oil ,na,Bristol Farms, 5 Ounces
Snack Foods,Garden Of Life,"['Garden Of Life', ' Bar Protein Peanut Butter Chocolate Organic', ' 2.7 Ounce']",$2.99, Bar Protein Peanut Butter Chocolate Organic,$2.24,Bristol Farms, 2.7 Ounce
Snack Foods,Simply 7,"['Simply 7', ' Sea Salt Quinoa Chips', ' 3.5 Ounce']",$3.69, Sea Salt Quinoa Chips,na,Bristol Farms, 3.5 Ounce
Snack Foods,Pretzilla,"['Pretzilla', ' Pretzel Bites', ' 4 Ounce']",$3.50, Pretzel Bites,$3.00,Bristol Farms, 4 Ounce
Snack Foods,Bobos Oat Bars,"['Bobos Oat Bars', ' Bar Oat Chocolate', ' 3 Ounce']",$2.99, Bar Oat Chocolate,na,Bristol Farms, 3 Ounce
Snack Foods,Rxbar,"['Rxbar', ' Bar Chocolate Chip', ' 12 Count', ' 1.83 Ounce']",$2.99, Bar Chocolate Chip,na,Bristol Farms, 1.83 Ounce
Snack Foods,Miltons Craft Bakers,"['Miltons Craft Bakers', ' Crackers Himalayan Salt Organic', ' 6 Ounce']",$3.79, Crackers Himalayan Salt Organic,na,Bristol Farms, 6 Ounce
Snack Foods,Snyder's of Hanover,"[""Snyder's of Hanover"", ' Pretzel Rods', ' 12 oz']",$3.89, Pretzel Rods,na,Bristol Farms, 12 oz
Snack Foods,Rustic Bakery,"['Rustic Bakery', ' Flatbread Bites Olive Oil Sel Gris', ' 4 Ounce']",$4.99, Flatbread Bites Olive Oil Sel Gris,na,Bristol Farms, 4 Ounce
Snack Foods,nan,"['Pepperidge Farm Strawberry Thumbprint Cookies', ' 6.75 Ounce']",$4.49,Pepperidge Farm Strawberry Thumbprint Cookies,na,Bristol Farms, 6.75 Ounce
Snack Foods,Quaker Rice Cakes,"['Quaker Rice Cakes', ' Salt Free ', ' 4.5 oz']",$3.99, Salt Free ,na,Bristol Farms, 4.5 oz
Snack Foods,Luna Nutrition Bar,"['Luna Nutrition Bar', ' White Chocolate Macadamia', ' 1.6 Ounce']",$1.79, White Chocolate Macadamia,na,Bristol Farms, 1.6 Ounce
Snack Foods,nan,['Finn Crisp Original Rye (9x7 Oz)'],$3.99,Finn Crisp Original Rye (9x7 Oz),na,Bristol Farms,nan
Snack Foods,Effie's Homemade,"[""Effie's Homemade"", ' Cracker Oatcake', ' 7.2 Ounce']",$6.99, Cracker Oatcake,na,Bristol Farms, 7.2 Ounce
Snack Foods,Blue Diamond Almonds,"['Blue Diamond Almonds', ' Lightly Salted', ' Low Sodium', ' 6 Ounce']",$4.99, Lightly Salted,na,Bristol Farms, 6 Ounce
Snack Foods,Santa Cruz Organic,"['Santa Cruz Organic', ' Applesauce Cinnamon Organic', ' 4 Ounce']",$5.29, Applesauce Cinnamon Organic,na,Bristol Farms, 4 Ounce
Snack Foods,nan,"['Pepperidge Farm Goldfish Baby Cheddar Crackers', ' 7.2 Ounce']",$3.29,Pepperidge Farm Goldfish Baby Cheddar Crackers,na,Bristol Farms, 7.2 Ounce
Snack Foods,Bristol's Own,"[""Bristol's Own"", ' Tortilla Chips Salted', ' 9 Ounce']",$2.49, Tortilla Chips Salted,$1.79,Bristol Farms, 9 Ounce
Snack Foods,Santa Cruz Organic,"['Santa Cruz Organic', ' AppleSauce Apricot organic', ' 4 Ounce', ' 6 Pack']",$5.29, AppleSauce Apricot organic,na,Bristol Farms, 6 Pack
Snack Foods,Pepperidge Farm Farmhouse Thin & Crispy Cookies,"['Pepperidge Farm Farmhouse Thin & Crispy Cookies', ' Dark Chocolate Chip', ' 6.9 Ounce']",$4.49, Dark Chocolate Chip,na,Bristol Farms, 6.9 Ounce
Snack Foods,Quaker Simply Granola,"['Quaker Simply Granola', ' Oats Honey Almonds & Raisins Breakfast Cereal', ' 28 oz']",$5.59, Oats Honey Almonds & Raisins Breakfast Cereal,na,Bristol Farms, 28 oz
Snack Foods,nan,"['THE DAILY CRAVE Himalayan Pink Salt Lentil Chips', ' 4.25 OZ']",$3.99,THE DAILY CRAVE Himalayan Pink Salt Lentil Chips,$2.99,Bristol Farms, 4.25 OZ
Snack Foods,Elemental,"['Elemental', ' Seedbar Superfood Dark Chocolate Peanut Butter', ' 1.8 Ounce']",$2.99, Seedbar Superfood Dark Chocolate Peanut Butter,na,Bristol Farms, 1.8 Ounce
Snack Foods,Cybeles Free To Eat,"['Cybeles Free To Eat', ' Cookie Chocolate Chip', ' 6 Ounce', ' 1 Pack']",$5.39, Cookie Chocolate Chip,na,Bristol Farms, 1 Pack
Snack Foods,Happy Baby,"['Happy Baby', ' Baby Food Tot Fiber Protein Apple Peach Cin Organic', ' 4 Ounce']",$1.98, Baby Food Tot Fiber Protein Apple Peach Cin Organic,$1.79,Bristol Farms, 4 Ounce
Snack Foods,Rustic Bakery,"['Rustic Bakery', ' Flatbread Bites Rosemary Olive Oil', ' 4 Ounce']",$4.99, Flatbread Bites Rosemary Olive Oil,na,Bristol Farms, 4 Ounce
Snack Foods,Nugo,"['Nugo', ' Bar Dark Chocolate Coconut', ' 1.76 Ounce']",$1.99, Bar Dark Chocolate Coconut,na,Bristol Farms, 1.76 Ounce
Snack Foods,nan,"['Food Should Taste Good', ' Tortilla Chips', ' Cheddar', ' Gluten Free Chips', ' 5.5 oz']",$3.69,Food Should Taste Good,na,Bristol Farms,nan
Snack Foods,Snyder's of Hanover Pretzels,"[""Snyder's of Hanover Pretzels"", ' Butter Snaps', ' 12 Ounce']",$3.89, Butter Snaps,na,Bristol Farms, 12 Ounce
Snack Foods,Kettle Brand,"['Kettle Brand', ' Sea Salt & Vinegar Potato Chips', ' 5 Ounce']",$2.99, Sea Salt & Vinegar Potato Chips,na,Bristol Farms, 5 Ounce
Snack Foods,Bakerly,"['Bakerly', ' Crepe Strawberry Filled', ' 1.13 Ounce', ' 6 Count']",$4.50, Crepe Strawberry Filled,na,Bristol Farms, 6 Count
Snack Foods,nan,"['Truroots Organic Chia Seeds', ' 12 oz']",$9.99,Truroots Organic Chia Seeds,na,Bristol Farms, 12 oz
Snack Foods,nan,"['Quest Nutrition Protein Bar', ' Strawberry Cheesecake', ' 20g Protein', ' 5g Net Carbs', ' 180 Cals', ' 2.1oz Bar', ' 1 Count', ' High Protein', ' Low Carb', ' Gluten Free', ' Soy Free']",$2.79,Quest Nutrition Protein Bar,na,Bristol Farms,nan
Snack Foods,nan,['Honey Maid Graham Crackers (14.4-Ounce Box)'],$4.69,Honey Maid Graham Crackers (14.4-Ounce Box),$2.99,Bristol Farms,nan
Snack Foods,nan,"['Kozy Shack Tapioca Pudding', ' 22 oz']",$4.79,Kozy Shack Tapioca Pudding,na,Bristol Farms, 22 oz
Snack Foods,nan,"['Tostitos Restaurant Style Tortilla Chips', ' 13 Ounce Bag']",$4.29,Tostitos Restaurant Style Tortilla Chips,na,Bristol Farms, 13 Ounce Bag
Snack Foods,Walkers Shortbread Highlanders,"['Walkers Shortbread Highlanders', ' Traditional Pure Butter Shortbread Cookies', ' 4.7 oz. Box']",$4.99, Traditional Pure Butter Shortbread Cookies,na,Bristol Farms, 4.7 oz. Box
Snack Foods,Kozy Shack,"['Kozy Shack', ' Tapioca Pudding', ' 24 Ounce']",$4.99, Tapioca Pudding,na,Bristol Farms, 24 Ounce
Snack Foods,nan,"[""Laura Scudder's Green Onion Dip Mix"", ' .5 oz']",$1.79,Laura Scudder's Green Onion Dip Mix,$1.50,Bristol Farms, .5 oz
Snack Foods,Raincoast Crisps,"['Raincoast Crisps', ' Crisps Oat Cranberry', ' 5.3 Ounce']",$7.99, Crisps Oat Cranberry,na,Bristol Farms, 5.3 Ounce
Snack Foods,nan,"['Rxbar', ' RX Bar Protein Peanut Butter 1.83 Ounce']",$2.99,Rxbar,na,Bristol Farms, RX Bar Protein Peanut Butter 1.83 Ounce
Snack Foods,La Panzanella,"['La Panzanella', ' Croccantini Whole Wheat Mini', ' 6 Ounce']",$5.69, Croccantini Whole Wheat Mini,na,Bristol Farms, 6 Ounce
Snack Foods,Lilly's Homestyle Bake Shop,"[""Lilly's Homestyle Bake Shop"", ' Rugelach Chocolate', ' 8 Ounce']",$8.25, Rugelach Chocolate,na,Bristol Farms, 8 Ounce
Snack Foods,nan,"['Bristol Farms', ' Mixed Fruit Salad']",$6.99,Bristol Farms,na,Bristol Farms, Mixed Fruit Salad
Snack Foods,nan,['Fresh Gourmet Cranberries Dried & Sweet'],$3.99,Fresh Gourmet Cranberries Dried & Sweet,na,Bristol Farms,nan
Snack Foods,Ruffles,"['Ruffles', ' Regular', ' 9 Ounce']",$4.29, Regular,na,Bristol Farms, 9 Ounce
Snack Foods,Frito-Lay,"['Frito-Lay', ' Doritos Nacho Cheddar', ' 9.75 Ounce']",$4.29, Doritos Nacho Cheddar,na,Bristol Farms, 9.75 Ounce
Snack Foods,nan,"['ONE Protein Bar', ' Almond Bliss', ' 2.12 oz.', ' Gluten-Free Protein Bar with High Protein (20g) and Low Sugar (1g)', ' Guilt Free Snacking for Healthy Diets']",$2.00,ONE Protein Bar,na,Bristol Farms,nan
Snack Foods,Beanfields,"['Beanfields', ' Seasalt Bean Chips', ' 5.5 oz']",$3.89, Seasalt Bean Chips,na,Bristol Farms, 5.5 oz
Snack Foods,Elemental,"['Elemental', ' Seedbar Superfood Mulberry Cacao Spirulina', ' 1.8 Ounce']",$2.99, Seedbar Superfood Mulberry Cacao Spirulina,na,Bristol Farms, 1.8 Ounce
Snack Foods,Beanfields Bean and Rice Chips,"['Beanfields Bean and Rice Chips', ' Barbecue', ' 5.5 Ounce']",$3.89, Barbecue,na,Bristol Farms, 5.5 Ounce
Snack Foods,Kind Healthy Grains Bars,"['Kind Healthy Grains Bars', ' Dark Chocolate Chunk', ' 5 Ct']",$4.49, Dark Chocolate Chunk,na,Bristol Farms, 5 Ct
Snack Foods,Mesa Salsa Co,"['Mesa Salsa Co', ' Salsa Mild', ' 12 Ounce']",$6.99, Salsa Mild,na,Bristol Farms, 12 Ounce
Snack Foods,Pepperidge Farm,"['Pepperidge Farm', ' Goldfish Cheddar', ' 6.6 Ounce']",$3.29, Goldfish Cheddar,na,Bristol Farms, 6.6 Ounce
Snack Foods,nan,['Oreo Chocolate Sandwich Cookies (14.3-Ounce Package)'],$4.69,Oreo Chocolate Sandwich Cookies (14.3-Ounce Package),$3.99,Bristol Farms,nan
Snack Foods,Mesa Salsa Co,"['Mesa Salsa Co', ' Salsa Green Medium', ' 12 Ounce']",$6.99, Salsa Green Medium,na,Bristol Farms, 12 Ounce
Snack Foods,nan,"['Oreo Double Stuff Sandwich Cookie', ' 15.35 Oz']",$4.69,Oreo Double Stuff Sandwich Cookie,$3.99,Bristol Farms, 15.35 Oz
Snack Foods,Siete Grain Free Tortilla Chips,"['Siete Grain Free Tortilla Chips', ' Nacho', ' 5 oz']",$5.69, Nacho,na,Bristol Farms, 5 oz
Snack Foods,nan,"[""Laura Scudder's Green Onion Dip Mix"", ' .5 oz']",$1.79,Laura Scudder's Green Onion Dip Mix,$1.50,Bristol Farms, .5 oz
Snack Foods,Kozy Shack,"['Kozy Shack', ' Pudding Rice Snack Package', ' 24 Ounce']",$4.99, Pudding Rice Snack Package,na,Bristol Farms, 24 Ounce
Snack Foods,Raincoast Crisps,"['Raincoast Crisps', ' Crisp Oat Plain', ' 5.3 Ounce']",$7.99, Crisp Oat Plain,na,Bristol Farms, 5.3 Ounce
Snack Foods,nan,"['Dip Spinach Artichoke', ' 9 Ounce']",$6.79,Dip Spinach Artichoke,na,Bristol Farms, 9 Ounce
Snack Foods,Petit Pot,"['Petit Pot', ' Pudding Rice Organic', ' 8 Ounce', ' 2 Pack']",$5.59, Pudding Rice Organic,na,Bristol Farms, 2 Pack
Snack Foods,Power Crunch Bar,"['Power Crunch Bar', ' French Vanilla Cream', ' 1.4 Ounce']",$1.99, French Vanilla Cream,na,Bristol Farms, 1.4 Ounce
Snack Foods,Tims,"['Tims', ' Hawaiian Kettle Chips Maui Onion', ' 7.5 Ounce']",$3.68, Hawaiian Kettle Chips Maui Onion,$2.50,Bristol Farms, 7.5 Ounce
Snack Foods,Kozy Shack Pudding,"['Kozy Shack Pudding', ' Chocolate', ' 22 oz']",$4.79, Chocolate,na,Bristol Farms, 22 oz
Snack Foods,Tims,"['Tims', ' Hawaiian Kettle Chips Luau BBQ', ' 7.5 Ounce']",$3.68, Hawaiian Kettle Chips Luau BBQ,$2.50,Bristol Farms, 7.5 Ounce
Snack Foods,Matts Munchies,"['Matts Munchies', ' Munch Snack Mango', ' 1 Ounce']",$2.79, Munch Snack Mango,na,Bristol Farms, 1 Ounce
Snack Foods,Pepperidge Farm Goldfish,"['Pepperidge Farm Goldfish', ' Colors', ' 6.6 Ounce']",$3.29, Colors,na,Bristol Farms, 6.6 Ounce
Snack Foods,Tim's Cascade,"[""Tim's Cascade"", ' Chips Jalapeno', ' 7.5 Ounce']",$3.68, Chips Jalapeno,$2.50,Bristol Farms, 7.5 Ounce
Snack Foods,Motts,"['Motts', ' Applesauce', ' 3.9 Ounce', ' 6 Pack']",$3.68, Applesauce,$3.29,Bristol Farms, 6 Pack
Snack Foods,Bristol Farms,"['Bristol Farms', ' Unsalted Tortilla Chips', ' 9 Ounce']",$2.49, Unsalted Tortilla Chips,$1.79,Bristol Farms, 9 Ounce
Snack Foods,Bristol Farms,"['Bristol Farms', ' Lightly Salted Popcorn', ' 4 Ounce']",$1.99, Lightly Salted Popcorn,na,Bristol Farms, 4 Ounce
Snack Foods,nan,['Oreo Chocolate Sandwich Cookies (14.3-Ounce Package)'],$4.69,Oreo Chocolate Sandwich Cookies (14.3-Ounce Package),$3.99,Bristol Farms,nan
Snack Foods,nan,"['Flanigan Farms Slivered Almonds', ' 6 Ounce']",$9.99,Flanigan Farms Slivered Almonds,na,Bristol Farms, 6 Ounce
Snack Foods,Frito-Lay,"['Frito-Lay', ' Doritos Cool Ranch', ' 9.75 Ounce']",$4.29, Doritos Cool Ranch,na,Bristol Farms, 9.75 Ounce
Snack Foods,Have'a,"[""Have'a"", ' Corn Chips', ' 4 Ounce']",$2.99, Corn Chips,na,Bristol Farms, 4 Ounce
Snack Foods,Sunchips,"['Sunchips', ' Sunchips French Onion', ' 7 Ounce']",$3.29, Sunchips French Onion,na,Bristol Farms, 7 Ounce
Snack Foods,Nabisco,"['Nabisco', ' Honey Maid', ' Graham Cracker Crumbs', ' 13.5Oz Box']",$4.59, Honey Maid,na,Bristol Farms, 13.5Oz Box
Snack Foods,Jules Destrooper,"['Jules Destrooper', ' Almond Thins', ' 3.5 Ounce']",$3.99, Almond Thins,$2.99,Bristol Farms, 3.5 Ounce
Snack Foods,nan,"['Sillycow Hot Chocolate Mix', ' 16.89 oz']",$8.49,Sillycow Hot Chocolate Mix,na,Bristol Farms, 16.89 oz
Snack Foods,Premium Saltine Crackers,"['Premium Saltine Crackers', ' (Original', ' 16-Ounce Box)']",$3.99, (Original,na,Bristol Farms, 16-Ounce Box)
Snack Foods,Wheat Thins,"['Wheat Thins', ' Hint of Salt', ' 9.1oz']",$3.99, Hint of Salt,$2.99,Bristol Farms, 9.1oz
Snack Foods,nan,"['Alessi Rosemary Breadsticks', ' 3 oz']",$2.99,Alessi Rosemary Breadsticks,$0.99,Bristol Farms, 3 oz
Snack Foods,Bakerly,"['Bakerly', ' Chocolate Crepes', ' 6.78 Ounce']",$4.50, Chocolate Crepes,na,Bristol Farms, 6.78 Ounce
Snack Foods,nan,"[""Mary's Gone Crackers Herb Crackers"", ' Organic Brown Rice', ' Flax & Sesame Seeds', ' Gluten Free', ' 6.5 Ounce (Pack of 1)']",$5.19,Mary's Gone Crackers Herb Crackers,na,Bristol Farms,nan
Snack Foods,nan,"['Sarg Bal White Ched Almond & Cran', ' 1.5 Ounce']",$4.99,Sarg Bal White Ched Almond & Cran,$3.99,Bristol Farms, 1.5 Ounce
Snack Foods,Kettle Brand,"['Kettle Brand', ' Sea Salt Potato Chips', ' 5 Ounce']",$2.99, Sea Salt Potato Chips,na,Bristol Farms, 5 Ounce
Snack Foods,Snyder's of Hanover,"[""Snyder's of Hanover"", ' Honey Mustard & Onion Pretzel Pieces', ' 12 Ounce']",$3.99, Honey Mustard & Onion Pretzel Pieces,na,Bristol Farms, 12 Ounce
Snack Foods,nan,"['St. Dalfour Giant French Prunes With Pits', ' 7 Ounce']",$5.99,St. Dalfour Giant French Prunes With Pits,na,Bristol Farms, 7 Ounce
Snack Foods,Skinny Dipped,"['Skinny Dipped', ' Almonds Cocoa', ' 3.5 Ounce']",$4.99, Almonds Cocoa,na,Bristol Farms, 3.5 Ounce
Snack Foods,Bristol Farms,"['Bristol Farms', ' Almonds Roasted No Salt', ' 10 Ounce']",$13.99, Almonds Roasted No Salt,na,Bristol Farms, 10 Ounce
Snack Foods,nan,"['Schar Cookie Honeygrams', ' 5.6 oz']",$3.99,Schar Cookie Honeygrams,na,Bristol Farms, 5.6 oz
Snack Foods,Marie Callender,"['Marie Callender', ' Cornbread Mix', ' 16 Ounce']",$3.89, Cornbread Mix,na,Bristol Farms, 16 Ounce
Snack Foods,Power Crunch Bar,"['Power Crunch Bar', ' French Vanilla Cream', ' 1.4 Ounce']",$1.99, French Vanilla Cream,na,Bristol Farms, 1.4 Ounce
Snack Foods,Bristol Farms,"['Bristol Farms', ' Cashews Roasted No Salt', ' 10.5 Ounce']",$16.99, Cashews Roasted No Salt,na,Bristol Farms, 10.5 Ounce
Snack Foods,nan,"['Greek Style Yogurt Raisins', ' 5 Ounce']",$1.99,Greek Style Yogurt Raisins,na,Bristol Farms, 5 Ounce
Snack Foods,Roots & Branches,"['Roots & Branches', ' Cracker Sesame', ' 7 Ounce']",$7.99, Cracker Sesame,na,Bristol Farms, 7 Ounce
Snack Foods,Late July,"['Late July', ' Sea/Salt Lime Tortilla Chips', ' 11 Ounce']",$3.99, Sea/Salt Lime Tortilla Chips,na,Bristol Farms, 11 Ounce
Snack Foods,nan,"['Food Should Taste Good', ' Tortilla Chips', ' Multigrain', ' Gluten Free Chips', ' 5.5 Oz']",$3.69,Food Should Taste Good,na,Bristol Farms,nan
Snack Foods,Newman's Own Microwave Popcorn,"[""Newman's Own Microwave Popcorn"", ' Light Butter', ' 3 Count']",$3.99, Light Butter,na,Bristol Farms, 3 Count
Snack Foods,Robert'S American Gourmet,"[""Robert'S American Gourmet"", ' Pirates Booty Smart Puffs', ' 4.5 Ounce']",$3.49, Pirates Booty Smart Puffs,na,Bristol Farms, 4.5 Ounce
Snack Foods,Stacys,"['Stacys', ' Pita Chips Multigrain', ' 7.33 Ounce']",$3.49, Pita Chips Multigrain,na,Bristol Farms, 7.33 Ounce
Snack Foods,nan,['Nabisco Ritz Crackers Hint Of Salt 13.7 Oz'],$4.88,Nabisco Ritz Crackers Hint Of Salt 13.7 Oz,$3.99,Bristol Farms,nan
Snack Foods,nan,"['Wheat Thins Original', ' 9.1-Ounce']",$4.19,Wheat Thins Original,$2.99,Bristol Farms, 9.1-Ounce
Snack Foods,Coffeemate,"['Coffeemate', ' Creamer Hazelnut', ' 32 Ounce']",$5.19, Creamer Hazelnut,na,Bristol Farms, 32 Ounce
Snack Foods,Bart's,"[""Bart's"", ' Cookies Chocolate Chip Gluten Free', ' 6 Ounce']",$5.29, Cookies Chocolate Chip Gluten Free,na,Bristol Farms, 6 Ounce
Snack Foods,Bristol Farms,"['Bristol Farms', ' Trail Mix Santa Fe', ' 21.75 Ounce']",$9.99, Trail Mix Santa Fe,na,Bristol Farms, 21.75 Ounce
Snack Foods,nan,"['Flanigan Farms Walnut Halves', ' 2.5 Ounce']",$4.79,Flanigan Farms Walnut Halves,na,Bristol Farms, 2.5 Ounce
Snack Foods,Frito-Lay,"['Frito-Lay', ' Lays BBQ', ' 9.5 Ounce']",$4.29, Lays BBQ,na,Bristol Farms, 9.5 Ounce
Snack Foods,nan,"['Baked Lays Regular', ' 6.25 Ounce']",$3.29,Baked Lays Regular,na,Bristol Farms, 6.25 Ounce
Snack Foods,nan,['Pepperidge Farm Soft Baked Chocolate Chunk Milk Chocolate Cookies 8.6 oz'],$4.49,Pepperidge Farm Soft Baked Chocolate Chunk Milk Chocolate Cookies 8.6 oz,na,Bristol Farms,nan
Snack Foods,nan,"['Jolly Time Yellow Popcorn', ' Poly Bag-32 oz']",$3.99,Jolly Time Yellow Popcorn,na,Bristol Farms, Poly Bag-32 oz
Snack Foods,Nabisco,"['Nabisco', ' Ritz Crackers Reduced Fat', ' 12.5 Oz']",$3.99, Ritz Crackers Reduced Fat,na,Bristol Farms, 12.5 Oz
Snack Foods,Stacys,"['Stacys', ' Pita Chips Parmesan/Garlic/Herb', ' 7.33 Ounce']",$3.49, Pita Chips Parmesan/Garlic/Herb,na,Bristol Farms, 7.33 Ounce
Snack Foods,Brazi Bites,"['Brazi Bites', ' Original', ' 11.5 Ounce']",$5.99, Original,na,Bristol Farms, 11.5 Ounce
Snack Foods,nan,"['Aidells Chicken & Apple Sausage', ' 13oz.']",$7.99,Aidells Chicken & Apple Sausage,na,Bristol Farms, 13oz.
Snack Foods,Welch's,"[""Welch's"", ' Fruit Snacks Island Fruits 5 Ounce', ' 10 count']",$1.59, Fruit Snacks Island Fruits 5 Ounce,na,Bristol Farms, 10 count
Snack Foods,Power Crunch,"['Power Crunch', ' Peanutbutter Bar', ' 1.4 Ounce']",$1.99, Peanutbutter Bar,na,Bristol Farms, 1.4 Ounce
Snack Foods,Newman's Own,"[""Newman's Own"", "" Pop's Corn"", ' Butter', ' 9 Ounce']",$3.99, Pop's Corn,na,Bristol Farms, 9 Ounce
Snack Foods,nan,['Stretch Island 0.5'],$0.50,Stretch Island 0.5,na,Bristol Farms,nan
Snack Foods,nan,"['Kozy Shack Rice Pudding', ' 22 oz']",$4.79,Kozy Shack Rice Pudding,na,Bristol Farms, 22 oz
Snack Foods,Power Crunch,"['Power Crunch', ' Bar Protein Peanut Butter Fudge', ' 1.4 Ounce']",$1.99, Bar Protein Peanut Butter Fudge,na,Bristol Farms, 1.4 Ounce
Snack Foods,nan,"['Boursin Pepper', ' 5.2 oz']",$6.49,Boursin Pepper,na,Bristol Farms, 5.2 oz
Snack Foods,Mesa Salsa Co,"['Mesa Salsa Co', ' Salsa Hot', ' 12 Ounce']",$6.99, Salsa Hot,na,Bristol Farms, 12 Ounce
Snack Foods,Tate's Bake Shop Gluten Free Cookies,"[""Tate's Bake Shop Gluten Free Cookies"", ' Chocolate Chip', ' 7 Ounce']",$5.99, Chocolate Chip,na,Bristol Farms, 7 Ounce
Snack Foods,Jell-O,"['Jell-O', ' Lemon-Lime', ' 4 Count']",$3.68, Lemon-Lime,$3.00,Bristol Farms, 4 Count
Snack Foods,Ruffles,"['Ruffles', ' Cheddar & Sour Cream', ' 8.5 Ounce']",$4.29, Cheddar & Sour Cream,na,Bristol Farms, 8.5 Ounce
Snack Foods,nan,['The Daily Crave Veggie Sticks - 6 Oz'],$3.99,The Daily Crave Veggie Sticks - 6 Oz,$2.99,Bristol Farms,nan
Snack Foods,Sesmark,"['Sesmark', ' Sesame Rice Thins', ' 4.25 oz']",$3.99, Sesame Rice Thins,na,Bristol Farms, 4.25 oz
Snack Foods,nan,"['Good Health ""Dirty"" Potato Chips Jalapeno Heat 25 - 2 Oz Bags']",$1.99,"Good Health ""Dirty"" Potato Chips Jalapeno Heat 25 - 2 Oz Bags",na,Bristol Farms,nan
Snack Foods,Our Little Rebe,"['Our Little Rebe', ' Popcorners Snack Kettle', ' 7 Ounce']",$3.49, Popcorners Snack Kettle,$2.99,Bristol Farms, 7 Ounce
Snack Foods,nan,"[""Annie's Homegrown"", ' Annie Fruit Snk Berry Ptch Organic', ' 4 Ounce', ' Organic Bunny Fruit Snacks Berry Patch', ' 4 Ounce']",$5.49,Annie's Homegrown,na,Bristol Farms,nan
Snack Foods,Cabo Chips,"['Cabo Chips', ' Tortilla Chip Elote', ' 10 Ounce']",$3.99, Tortilla Chip Elote,na,Bristol Farms, 10 Ounce
Snack Foods,Cheetos,"['Cheetos', ' Flamin Hot', ' 8.5 Ounce']",$3.79, Flamin Hot,na,Bristol Farms, 8.5 Ounce
Snack Foods,nan,"['Planters Cashew Halves & Pieces (8 oz Canister', ' Pack of 12)']",$7.99,Planters Cashew Halves & Pieces (8 oz Canister,na,Bristol Farms, Pack of 12)
Snack Foods,nan,"['Teriyaki Beef Jerky by Country Archer | 100% Grass-Fed', ' Gluten Free | 3 Ounce']",$6.99,Teriyaki Beef Jerky by Country Archer | 100% Grass-Fed,$4.99,Bristol Farms, Gluten Free | 3 Ounce
Snack Foods,Lundberg Family Farms Rice Chips,"['Lundberg Family Farms Rice Chips', ' Santa Fe Barbecue', ' 6 Ounce']",$3.69, Santa Fe Barbecue,na,Bristol Farms, 6 Ounce
Snack Foods,Bart's,"[""Bart's"", ' Chocolate Chip Cookies', ' 6 Ounce']",$5.29, Chocolate Chip Cookies,na,Bristol Farms, 6 Ounce
Snack Foods,Gimme,"['Gimme', ' Roast Seaweed Snack Sea Salt', ' 0.17 Ounce', ' 6 Pack']",$4.79, Roast Seaweed Snack Sea Salt,na,Bristol Farms, 6 Pack
Snack Foods,Bare Gluten Free Organic Apple Chips,"['Bare Gluten Free Organic Apple Chips', ' Fuji and Red', ' 3.3 Ounce']",$5.99, Fuji and Red,na,Bristol Farms, 3.3 Ounce
Snack Foods,Kind Bars,"['Kind Bars', ' Fruit & Nut Delight', ' 1.4 oz']",$1.99, Fruit & Nut Delight,na,Bristol Farms, 1.4 oz
Snack Foods,nan,"['Angies Artisan Treats Boomchickapop Popcorn Sea Salt', ' 5 oz']",$3.89,Angies Artisan Treats Boomchickapop Popcorn Sea Salt,na,Bristol Farms, 5 oz
Snack Foods,Food Should Taste Good,"['Food Should Taste Good', ' Sweet Potato Tortilla Chips', ' 5.5 Ounce']",$3.69, Sweet Potato Tortilla Chips,na,Bristol Farms, 5.5 Ounce
Snack Foods,Late July,"['Late July', ' Organic Round Saltine Crackers', ' 6 Ounce']",$3.89, Organic Round Saltine Crackers,na,Bristol Farms, 6 Ounce
Snack Foods,nan,"['RXBAR', ' Coffee Chocolate', ' Protein Bar', ' 1.83 Ounce (Pack of 12) Breakfast Bar', ' High Protein Snack']",$2.99,RXBAR,na,Bristol Farms,nan
Snack Foods,Rustic Bakery,"['Rustic Bakery', ' Crisps Tart Cherry Cacao Nib Almond', ' 5 Ounce']",$6.59, Crisps Tart Cherry Cacao Nib Almond,na,Bristol Farms, 5 Ounce
Snack Foods,Bristol Farms,"['Bristol Farms', ' Cashews Raw', ' 10.5 Ounce']",$16.99, Cashews Raw,na,Bristol Farms, 10.5 Ounce
Snack Foods,nan,"['Trail Mix Chocolate Lover', ' 10 Ounce']",$9.99,Trail Mix Chocolate Lover,na,Bristol Farms, 10 Ounce
Snack Foods,nan,['Bahlsen Leibniz Butter Biscuit Cookies (1 box) | Our classic original buttery biscuits (7 ounce boxes)'],$4.38,Bahlsen Leibniz Butter Biscuit Cookies (1 box) | Our classic original buttery biscuits (7 ounce boxes),$3.79,Bristol Farms,nan
Snack Foods,nan,"['Made In Nature Organic Dried Mangos', ' 3 Oz']",$5.99,Made In Nature Organic Dried Mangos,na,Bristol Farms, 3 Oz
